signal,event,time_seconds,value,baseline,threshold
HR,ACTIVATED,9.534776,112.11000061035156,100.27727300470525,109.27727300470525
HR,DEACTIVATED,10.134689,108.02999877929688,100.27727300470525,109.27727300470525
HR,ACTIVATED,13.001666,114.95999908447266,100.27727300470525,109.27727300470525
HR,DEACTIVATED,16.002135,109.12000274658205,100.27727300470525,109.27727300470525
HR,ACTIVATED,16.502229,115.16999816894533,100.27727300470525,109.27727300470525
HR,DEACTIVATED,17.235739,108.0999984741211,100.27727300470525,109.27727300470525
HR,ACTIVATED,20.069525,135.8800048828125,100.27727300470525,109.27727300470525
HR,DEACTIVATED,31.039185,94.80999755859376,100.27727300470525,109.27727300470525
HR,ACTIVATED,55.109258,113.63999938964844,100.27727300470525,109.27727300470525
HR,DEACTIVATED,56.844151,96.13999938964844,100.27727300470525,109.27727300470525
HR,ACTIVATED,63.112646,114.48999786376952,100.27727300470525,109.27727300470525
HR,DEACTIVATED,64.127605,102.94000244140624,100.27727300470525,109.27727300470525
EDA,ACTIVATED,65.764273,0.4938580095767975,0.4867877686510281,0.4937877686510281
EDA,DEACTIVATED,65.847334,0.4934389889240265,0.4867877686510281,0.4937877686510281
EDA,ACTIVATED,66.065181,0.4938580095767975,0.4867877686510281,0.4937877686510281
EDA,DEACTIVATED,66.163701,0.4937529861927032,0.4867877686510281,0.4937877686510281
EDA,ACTIVATED,66.26419,0.4937880039215088,0.4867877686510281,0.4937877686510281
HR,ACTIVATED,72.195519,109.30999755859376,100.27727300470525,109.27727300470525
HR,DEACTIVATED,73.629256,94.27999877929688,100.27727300470525,109.27727300470525
