signal,event,time_seconds,value,baseline,threshold
HR,ACTIVATED,0.197825,73.01000213623047,58.26181897250089,67.26181897250089
HR,DEACTIVATED,1.8645,64.19000244140625,58.26181897250089,67.26181897250089
HR,ACTIVATED,15.032081,68.0999984741211,58.26181897250089,67.26181897250089
HR,DEACTIVATED,20.366429,55.45000076293945,58.26181897250089,67.26181897250089
HR,ACTIVATED,39.134802,74.58999633789062,58.26181897250089,67.26181897250089
HR,DEACTIVATED,47.418988,66.29000091552734,58.26181897250089,67.26181897250089
HR,ACTIVATED,49.586869,67.76000213623047,58.26181897250089,67.26181897250089
HR,DEACTIVATED,50.587147,65.5199966430664,58.26181897250089,67.26181897250089
HR,ACTIVATED,52.219553,74.54000091552734,58.26181897250089,67.26181897250089
HR,DEACTIVATED,53.854079,66.5199966430664,58.26181897250089,67.26181897250089
HR,ACTIVATED,74.223525,74.79000091552734,58.26181897250089,67.26181897250089
HR,DEACTIVATED,79.957042,65.6500015258789,58.26181897250089,67.26181897250089
HR,ACTIVATED,80.696727,70.66999816894531,58.26181897250089,67.26181897250089
HR,DEACTIVATED,81.79225,66.87000274658203,58.26181897250089,67.26181897250089
HR,ACTIVATED,85.491911,68.86000061035156,58.26181897250089,67.26181897250089
HR,DEACTIVATED,87.424665,66.52999877929688,58.26181897250089,67.26181897250089
HR,ACTIVATED,88.05854,72.58000183105469,58.26181897250089,67.26181897250089
HR,DEACTIVATED,94.092465,63.650001525878906,58.26181897250089,67.26181897250089
HR,ACTIVATED,100.158968,73.38999938964844,58.26181897250089,67.26181897250089
