signal,event,time_seconds,value,baseline,threshold
HR,ACTIVATED,8.564493,84.16000366210938,72.70625042915344,81.70625042915344
HR,DEACTIVATED,11.33057,78.88999938964844,72.70625042915344,81.70625042915344
HR,ACTIVATED,11.730509,94.69000244140624,72.70625042915344,81.70625042915344
HR,DEACTIVATED,16.065152,78.94000244140625,72.70625042915344,81.70625042915344
HR,ACTIVATED,16.431213,89.18000030517578,72.70625042915344,81.70625042915344
HR,DEACTIVATED,38.401902,80.66000366210938,72.70625042915344,81.70625042915344
HR,ACTIVATED,72.073946,85.45999908447266,72.70625042915344,81.70625042915344
HR,DEACTIVATED,79.941887,71.87999725341797,72.70625042915344,81.70625042915344
HR,ACTIVATED,80.358669,86.20999908447266,72.70625042915344,81.70625042915344
HR,DEACTIVATED,81.39082,80.38999938964844,72.70625042915344,81.70625042915344
HR,ACTIVATED,93.159774,98.95999908447266,72.70625042915344,81.70625042915344
HR,DEACTIVATED,95.559542,80.75,72.70625042915344,81.70625042915344
HR,ACTIVATED,96.064458,90.58999633789062,72.70625042915344,81.70625042915344
HR,DEACTIVATED,100.927235,81.12000274658203,72.70625042915344,81.70625042915344
HR,ACTIVATED,105.296062,83.7699966430664,72.70625042915344,81.70625042915344
HR,DEACTIVATED,109.461504,68.30000305175781,72.70625042915344,81.70625042915344
HR,ACTIVATED,110.594438,86.7300033569336,72.70625042915344,81.70625042915344
