signal,event,time_seconds,value,baseline,threshold
HR,ACTIVATED,6.233,92.83000183105467,75.59214292253766,84.59214292253766
EDA,ACTIVATED,6.433519,0.0989010035991668,0.08488880959497824,0.09188880959497825
EDA,DEACTIVATED,8.567164,0.0906059965491294,0.08488880959497824,0.09188880959497825
HR,DEACTIVATED,8.866799,77.33000183105469,75.59214292253766,84.59214292253766
EDA,ACTIVATED,9.267493,0.0993029996752739,0.08488880959497824,0.09188880959497825
EDA,DEACTIVATED,9.367202,0.0876799970865249,0.08488880959497824,0.09188880959497825
EDA,ACTIVATED,10.734064,0.0960749983787536,0.08488880959497824,0.09188880959497825
HR,ACTIVATED,10.833455,107.95999908447266,75.59214292253766,84.59214292253766
EDA,DEACTIVATED,11.234326,0.0898519977927208,0.08488880959497824,0.09188880959497825
HR,DEACTIVATED,14.167477,82.19999694824219,75.59214292253766,84.59214292253766
