signal,event,time_seconds,value,baseline,threshold
HR,ACTIVATED,9.297592,114.12000274658205,99.45181863958186,108.45181863958186
HR,DEACTIVATED,11.664761,94.8000030517578,99.45181863958186,108.45181863958186
HR,ACTIVATED,27.332957,108.93000030517578,99.45181863958186,108.45181863958186
HR,DEACTIVATED,28.532947,104.3499984741211,99.45181863958186,108.45181863958186
HR,ACTIVATED,59.257983,118.6500015258789,99.45181863958186,108.45181863958186
HR,DEACTIVATED,62.127165,104.66000366210938,99.45181863958186,108.45181863958186
HR,ACTIVATED,63.759082,112.47000122070312,99.45181863958186,108.45181863958186
HR,DEACTIVATED,64.492227,104.13999938964844,99.45181863958186,108.45181863958186
HR,ACTIVATED,65.025065,108.77999877929688,99.45181863958186,108.45181863958186
HR,DEACTIVATED,65.624617,105.44000244140624,99.45181863958186,108.45181863958186
HR,ACTIVATED,73.09299,110.91999816894533,99.45181863958186,108.45181863958186
HR,DEACTIVATED,75.026968,96.8499984741211,99.45181863958186,108.45181863958186
HR,ACTIVATED,103.401145,111.11000061035156,99.45181863958186,108.45181863958186
HR,DEACTIVATED,104.533098,97.91000366210938,99.45181863958186,108.45181863958186
HR,ACTIVATED,104.932593,109.48999786376952,99.45181863958186,108.45181863958186
HR,DEACTIVATED,106.169358,105.58000183105467,99.45181863958186,108.45181863958186
HR,ACTIVATED,115.068598,114.01000213623048,99.45181863958186,108.45181863958186
HR,DEACTIVATED,118.43538,91.1500015258789,99.45181863958186,108.45181863958186
HR,ACTIVATED,128.206437,113.83000183105467,99.45181863958186,108.45181863958186
HR,DEACTIVATED,129.238151,101.86000061035156,99.45181863958186,108.45181863958186
