signal,event,time_seconds,value,baseline,threshold
HR,ACTIVATED,8.165011,93.4800033569336,69.55642863682338,78.55642863682338
HR,DEACTIVATED,10.764876,74.75,69.55642863682338,78.55642863682338
HR,ACTIVATED,16.265823,88.12999725341797,69.55642863682338,78.55642863682338
HR,DEACTIVATED,18.532868,75.80000305175781,69.55642863682338,78.55642863682338
HR,ACTIVATED,18.833275,95.98999786376952,69.55642863682338,78.55642863682338
HR,DEACTIVATED,23.133854,70.0999984741211,69.55642863682338,78.55642863682338
HR,ACTIVATED,29.868502,83.86000061035156,69.55642863682338,78.55642863682338
HR,DEACTIVATED,31.235646,75.63999938964844,69.55642863682338,78.55642863682338
HR,ACTIVATED,31.735581,84.47000122070312,69.55642863682338,78.55642863682338
HR,DEACTIVATED,37.437088,75.41999816894531,69.55642863682338,78.55642863682338
HR,ACTIVATED,37.970198,82.47000122070312,69.55642863682338,78.55642863682338
HR,DEACTIVATED,41.071114,75.69000244140625,69.55642863682338,78.55642863682338
HR,ACTIVATED,54.240235,85.83999633789062,69.55642863682338,78.55642863682338
HR,DEACTIVATED,60.275319,71.69999694824219,69.55642863682338,78.55642863682338
HR,ACTIVATED,64.675825,96.27999877929688,69.55642863682338,78.55642863682338
HR,DEACTIVATED,75.12752,68.33999633789062,69.55642863682338,78.55642863682338
HR,ACTIVATED,89.997986,80.66000366210938,69.55642863682338,78.55642863682338
HR,DEACTIVATED,94.79874,69.36000061035156,69.55642863682338,78.55642863682338
HR,ACTIVATED,96.232089,83.54000091552734,69.55642863682338,78.55642863682338
HR,DEACTIVATED,104.933692,72.98999786376953,69.55642863682338,78.55642863682338
EDA,ACTIVATED,134.942341,0.0820360034704208,0.07335657414955057,0.08035657414955058
EDA,DEACTIVATED,137.409165,0.0800900012254715,0.07335657414955057,0.08035657414955058
EDA,ACTIVATED,137.809379,0.0813030004501342,0.07335657414955057,0.08035657414955058
EDA,DEACTIVATED,140.377286,0.0798569992184639,0.07335657414955057,0.08035657414955058
EDA,ACTIVATED,140.512671,0.0826560035347938,0.07335657414955057,0.08035657414955058
EDA,DEACTIVATED,143.043911,0.0793799981474876,0.07335657414955057,0.08035657414955058
EDA,ACTIVATED,143.646482,0.0821539983153343,0.07335657414955057,0.08035657414955058
