signal,event,time_seconds,value,baseline,threshold
EDA,ACTIVATED,1.533461,0.389162003993988,0.3814091845130434,0.3884091845130434
EDA,DEACTIVATED,1.998864,0.3626570105552673,0.3814091845130434,0.3884091845130434
EDA,ACTIVATED,3.102471,0.4319179952144623,0.3814091845130434,0.3884091845130434
HR,ACTIVATED,5.93196,83.11000061035156,70.22000087391247,79.22000087391247
EDA,DEACTIVATED,8.899454,0.3844180107116699,0.3814091845130434,0.3884091845130434
HR,DEACTIVATED,9.232428,68.70999908447266,70.22000087391247,79.22000087391247
EDA,ACTIVATED,9.632976,0.4096550047397613,0.3814091845130434,0.3884091845130434
EDA,DEACTIVATED,10.233021,0.3505989909172058,0.3814091845130434,0.3884091845130434
EDA,ACTIVATED,10.433433,0.3990080058574676,0.3814091845130434,0.3884091845130434
EDA,DEACTIVATED,11.966936,0.354557991027832,0.3814091845130434,0.3884091845130434
EDA,ACTIVATED,15.768092,0.3906230032444,0.3814091845130434,0.3884091845130434
EDA,DEACTIVATED,17.601783,0.324409008026123,0.3814091845130434,0.3884091845130434
HR,ACTIVATED,76.897504,104.77999877929688,70.22000087391247,79.22000087391247
HR,DEACTIVATED,83.964618,77.5999984741211,70.22000087391247,79.22000087391247
HR,ACTIVATED,84.598476,81.19000244140625,70.22000087391247,79.22000087391247
HR,DEACTIVATED,85.498093,77.02999877929688,70.22000087391247,79.22000087391247
HR,ACTIVATED,124.591558,79.98999786376953,70.22000087391247,79.22000087391247
HR,DEACTIVATED,128.590802,79.05000305175781,70.22000087391247,79.22000087391247
HR,ACTIVATED,128.890902,98.52999877929688,70.22000087391247,79.22000087391247
HR,DEACTIVATED,131.557892,77.55000305175781,70.22000087391247,79.22000087391247
HR,ACTIVATED,132.659453,96.91000366210938,70.22000087391247,79.22000087391247
HR,DEACTIVATED,136.759552,70.8499984741211,70.22000087391247,79.22000087391247
HR,ACTIVATED,145.465064,95.87999725341795,70.22000087391247,79.22000087391247
HR,DEACTIVATED,153.396254,76.9800033569336,70.22000087391247,79.22000087391247
