signal,event,time_seconds,value,baseline,threshold
HR,ACTIVATED,35.45668,81.33000183105469,69.0033327738444,78.0033327738444
HR,DEACTIVATED,43.357933,64.94000244140625,69.0033327738444,78.0033327738444
HR,ACTIVATED,57.260891,79.62999725341797,69.0033327738444,78.0033327738444
HR,DEACTIVATED,60.728048,65.72000122070312,69.0033327738444,78.0033327738444
HR,ACTIVATED,100.386132,79.54000091552734,69.0033327738444,78.0033327738444
HR,DEACTIVATED,101.319569,77.73999786376953,69.0033327738444,78.0033327738444
HR,ACTIVATED,102.019582,78.01000213623047,69.0033327738444,78.0033327738444
HR,DEACTIVATED,105.720907,71.41999816894531,69.0033327738444,78.0033327738444
HR,ACTIVATED,109.588531,82.12999725341797,69.0033327738444,78.0033327738444
HR,DEACTIVATED,112.655218,68.19999694824219,69.0033327738444,78.0033327738444
HR,ACTIVATED,133.12662,84.38999938964844,69.0033327738444,78.0033327738444
HR,DEACTIVATED,134.360426,76.75,69.0033327738444,78.0033327738444
HR,ACTIVATED,153.597656,84.12000274658203,69.0033327738444,78.0033327738444
HR,DEACTIVATED,155.265058,73.55999755859375,69.0033327738444,78.0033327738444
HR,ACTIVATED,155.765381,84.98999786376953,69.0033327738444,78.0033327738444
HR,DEACTIVATED,159.998656,77.16000366210938,69.0033327738444,78.0033327738444
HR,ACTIVATED,161.833209,82.55999755859375,69.0033327738444,78.0033327738444
HR,DEACTIVATED,162.867041,77.02999877929688,69.0033327738444,78.0033327738444
HR,ACTIVATED,163.467214,82.13999938964844,69.0033327738444,78.0033327738444
HR,DEACTIVATED,170.60081,77.61000061035156,69.0033327738444,78.0033327738444
HR,ACTIVATED,171.217867,82.58000183105469,69.0033327738444,78.0033327738444
HR,DEACTIVATED,172.818357,72.36000061035156,69.0033327738444,78.0033327738444
