signal,event,time_seconds,value,baseline,threshold
HR,ACTIVATED,5.43209,129.2100067138672,109.11809576125373,118.11809576125373
HR,DEACTIVATED,7.966361,101.45999908447266,109.11809576125373,118.11809576125373
HR,ACTIVATED,12.467873,124.75,109.11809576125373,118.11809576125373
HR,DEACTIVATED,15.134645,106.12000274658205,109.11809576125373,118.11809576125373
HR,ACTIVATED,17.134686,119.37000274658205,109.11809576125373,118.11809576125373
HR,DEACTIVATED,18.068102,107.33000183105467,109.11809576125373,118.11809576125373
EDA,ACTIVATED,27.573124,0.4801810085773468,0.4722756070865167,0.47927560708651673
EDA,DEACTIVATED,31.972212,0.0948840007185936,0.4722756070865167,0.47927560708651673
HR,ACTIVATED,58.259605,126.2300033569336,109.11809576125373,118.11809576125373
HR,DEACTIVATED,59.593029,108.27999877929688,109.11809576125373,118.11809576125373
