signal,event,time_seconds,value,baseline,threshold
HR,ACTIVATED,36.622165,87.87000274658203,76.74062442779541,85.74062442779541
HR,DEACTIVATED,37.588837,81.16000366210938,76.74062442779541,85.74062442779541
HR,ACTIVATED,45.75729,102.54000091552734,76.74062442779541,85.74062442779541
HR,DEACTIVATED,49.725418,85.11000061035156,76.74062442779541,85.74062442779541
HR,ACTIVATED,50.158474,93.97000122070312,76.74062442779541,85.74062442779541
HR,DEACTIVATED,51.92549,84.36000061035156,76.74062442779541,85.74062442779541
HR,ACTIVATED,52.525167,87.83999633789062,76.74062442779541,85.74062442779541
HR,DEACTIVATED,53.458826,82.80999755859375,76.74062442779541,85.74062442779541
HR,ACTIVATED,55.193149,113.87000274658205,76.74062442779541,85.74062442779541
HR,DEACTIVATED,63.92776,82.16000366210938,76.74062442779541,85.74062442779541
HR,ACTIVATED,65.828204,99.23999786376952,76.74062442779541,85.74062442779541
HR,DEACTIVATED,68.695245,77.01000213623047,76.74062442779541,85.74062442779541
EDA,ACTIVATED,70.030591,0.3174209892749786,0.28904863948724707,0.2960486394872471
EDA,DEACTIVATED,70.330943,0.2739650011062622,0.28904863948724707,0.2960486394872471
EDA,ACTIVATED,71.063564,0.3717280030250549,0.28904863948724707,0.2960486394872471
EDA,DEACTIVATED,73.398116,0.2936440110206604,0.28904863948724707,0.2960486394872471
