signal,event,time_seconds,value,baseline,threshold
EDA,ACTIVATED,0.0,0.3374939858913421,0.3030918865095849,0.3100918865095849
EDA,DEACTIVATED,0.985483,0.3030279874801636,0.3030918865095849,0.3100918865095849
HR,ACTIVATED,3.184123,82.56999969482422,73.43846042339618,82.43846042339618
HR,DEACTIVATED,6.151074,72.0,73.43846042339618,82.43846042339618
EDA,ACTIVATED,6.65251,0.3110190033912658,0.3030918865095849,0.3100918865095849
EDA,DEACTIVATED,7.652698,0.3094579875469208,0.3030918865095849,0.3100918865095849
EDA,ACTIVATED,8.685528,0.33440101146698,0.3030918865095849,0.3100918865095849
EDA,DEACTIVATED,9.18578,0.3071669936180115,0.3030918865095849,0.3100918865095849
EDA,ACTIVATED,9.386428,0.3408100008964538,0.3030918865095849,0.3100918865095849
EDA,DEACTIVATED,9.919468,0.3074109852313995,0.3030918865095849,0.3100918865095849
EDA,ACTIVATED,10.11957,0.3537310063838959,0.3030918865095849,0.3100918865095849
EDA,DEACTIVATED,11.053118,0.3032520115375519,0.3030918865095849,0.3100918865095849
EDA,ACTIVATED,11.353839,0.3155100047588348,0.3030918865095849,0.3100918865095849
EDA,DEACTIVATED,11.652788,0.2872659862041473,0.3030918865095849,0.3100918865095849
EDA,ACTIVATED,12.153343,0.3507579863071441,0.3030918865095849,0.3100918865095849
EDA,DEACTIVATED,12.386703,0.3058060109615326,0.3030918865095849,0.3100918865095849
EDA,ACTIVATED,12.773007,0.358460009098053,0.3030918865095849,0.3100918865095849
EDA,DEACTIVATED,12.986798,0.2995760142803192,0.3030918865095849,0.3100918865095849
EDA,ACTIVATED,14.88684,0.3213430047035217,0.3030918865095849,0.3100918865095849
EDA,DEACTIVATED,15.804194,0.2717440128326416,0.3030918865095849,0.3100918865095849
EDA,ACTIVATED,22.30499,0.324862003326416,0.3030918865095849,0.3100918865095849
EDA,DEACTIVATED,22.504981,0.2234109938144683,0.3030918865095849,0.3100918865095849
HR,ACTIVATED,28.405721,105.3499984741211,73.43846042339618,82.43846042339618
HR,DEACTIVATED,34.073543,77.44000244140625,73.43846042339618,82.43846042339618
HR,ACTIVATED,34.673585,82.44999694824219,73.43846042339618,82.43846042339618
HR,DEACTIVATED,35.506903,80.0,73.43846042339618,82.43846042339618
HR,ACTIVATED,60.612018,85.79000091552734,73.43846042339618,82.43846042339618
HR,DEACTIVATED,62.245964,75.05999755859375,73.43846042339618,82.43846042339618
HR,ACTIVATED,76.415584,82.72000122070312,73.43846042339618,82.43846042339618
HR,DEACTIVATED,77.316311,78.22000122070312,73.43846042339618,82.43846042339618
HR,ACTIVATED,115.707399,104.16999816894533,73.43846042339618,82.43846042339618
HR,DEACTIVATED,121.7414,75.41000366210938,73.43846042339618,82.43846042339618
HR,ACTIVATED,134.645059,85.91000366210938,73.43846042339618,82.43846042339618
HR,DEACTIVATED,136.078537,76.08000183105469,73.43846042339618,82.43846042339618
HR,ACTIVATED,139.778693,89.37000274658203,73.43846042339618,82.43846042339618
HR,DEACTIVATED,142.013029,76.51000213623047,73.43846042339618,82.43846042339618
HR,ACTIVATED,143.34644,98.31999969482422,73.43846042339618,82.43846042339618
HR,DEACTIVATED,148.345158,80.76000213623047,73.43846042339618,82.43846042339618
EDA,ACTIVATED,193.941843,0.3104369938373565,0.3030918865095849,0.3100918865095849
HR,ACTIVATED,197.007491,86.12000274658203,73.43846042339618,82.43846042339618
HR,DEACTIVATED,198.44084,76.5,73.43846042339618,82.43846042339618
HR,ACTIVATED,198.940984,83.30999755859375,73.43846042339618,82.43846042339618
HR,DEACTIVATED,201.50834,78.0199966430664,73.43846042339618,82.43846042339618
HR,ACTIVATED,205.108765,107.22000122070312,73.43846042339618,82.43846042339618
EDA,DEACTIVATED,205.813005,0.3036740124225616,0.3030918865095849,0.3100918865095849
EDA,ACTIVATED,206.211531,0.3104920089244842,0.3030918865095849,0.3100918865095849
HR,DEACTIVATED,211.143262,74.16000366210938,73.43846042339618,82.43846042339618
HR,ACTIVATED,218.811708,83.54000091552734,73.43846042339618,82.43846042339618
HR,DEACTIVATED,220.345298,80.27999877929688,73.43846042339618,82.43846042339618
HR,ACTIVATED,245.783685,96.5199966430664,73.43846042339618,82.43846042339618
HR,DEACTIVATED,248.417751,80.12000274658203,73.43846042339618,82.43846042339618
HR,ACTIVATED,249.119565,83.1500015258789,73.43846042339618,82.43846042339618
HR,DEACTIVATED,250.152043,77.0199966430664,73.43846042339618,82.43846042339618
