signal,event,time_seconds,value,baseline,threshold
EDA,ACTIVATED,0.0,0.172444000840187,0.15444432501051877,0.16144432501051878
EDA,DEACTIVATED,3.566129,0.1613840013742447,0.15444432501051877,0.16144432501051878
HR,ACTIVATED,17.299962,55.18000030517578,45.66249942779541,54.66249942779541
HR,DEACTIVATED,18.666968,51.93000030517578,45.66249942779541,54.66249942779541
HR,ACTIVATED,20.900919,59.959999084472656,45.66249942779541,54.66249942779541
HR,DEACTIVATED,22.968023,53.29999923706055,45.66249942779541,54.66249942779541
HR,ACTIVATED,23.56858,62.290000915527344,45.66249942779541,54.66249942779541
HR,DEACTIVATED,38.37334,52.650001525878906,45.66249942779541,54.66249942779541
HR,ACTIVATED,39.372468,55.43999862670898,45.66249942779541,54.66249942779541
HR,DEACTIVATED,58.759284,46.52999877929688,45.66249942779541,54.66249942779541
HR,ACTIVATED,59.158868,66.5,45.66249942779541,54.66249942779541
HR,DEACTIVATED,63.926636,54.540000915527344,45.66249942779541,54.66249942779541
HR,ACTIVATED,69.229663,59.630001068115234,45.66249942779541,54.66249942779541
HR,DEACTIVATED,73.496762,49.52000045776367,45.66249942779541,54.66249942779541
HR,ACTIVATED,106.701914,59.470001220703125,45.66249942779541,54.66249942779541
HR,DEACTIVATED,108.470546,53.83000183105469,45.66249942779541,54.66249942779541
HR,ACTIVATED,112.936247,58.52000045776367,45.66249942779541,54.66249942779541
HR,DEACTIVATED,115.40207,51.06999969482422,45.66249942779541,54.66249942779541
HR,ACTIVATED,126.569585,58.2599983215332,45.66249942779541,54.66249942779541
HR,DEACTIVATED,128.304867,53.06999969482422,45.66249942779541,54.66249942779541
HR,ACTIVATED,129.838686,69.8499984741211,45.66249942779541,54.66249942779541
