signal,event,time_seconds,value,baseline,threshold
EDA,ACTIVATED,0.0,6.596739768981934,6.446966761634464,6.453966761634463
EDA,DEACTIVATED,0.434335,6.450203895568848,6.446966761634464,6.453966761634463
EDA,ACTIVATED,3.698383,6.691739082336426,6.446966761634464,6.453966761634463
HR,ACTIVATED,8.832328,152.8800048828125,110.58823574290557,119.58823574290557
EDA,DEACTIVATED,8.933799,6.438333988189697,6.446966761634464,6.453966761634463
EDA,ACTIVATED,9.23321,6.456212997436523,6.446966761634464,6.453966761634463
EDA,DEACTIVATED,9.33289,6.420495986938477,6.446966761634464,6.453966761634463
EDA,ACTIVATED,9.73308,6.659770011901856,6.446966761634464,6.453966761634463
EDA,DEACTIVATED,10.267209,6.350346088409424,6.446966761634464,6.453966761634463
EDA,ACTIVATED,11.099995,6.468206882476807,6.446966761634464,6.453966761634463
HR,DEACTIVATED,12.998859,113.98999786376952,110.58823574290557,119.58823574290557
EDA,DEACTIVATED,13.734437,6.438333988189697,6.446966761634464,6.453966761634463
HR,ACTIVATED,13.932371,136.52000427246094,110.58823574290557,119.58823574290557
EDA,ACTIVATED,13.936155,6.4621758460998535,6.446966761634464,6.453966761634463
EDA,DEACTIVATED,14.133507,6.367740154266357,6.446966761634464,6.453966761634463
HR,DEACTIVATED,15.365528,114.75,110.58823574290557,119.58823574290557
EDA,ACTIVATED,16.40304,6.609261989593506,6.446966761634464,6.453966761634463
EDA,DEACTIVATED,65.224439,6.159523010253906,6.446966761634464,6.453966761634463
EDA,ACTIVATED,65.325375,6.609261989593506,6.446966761634464,6.453966761634463
HR,ACTIVATED,75.776822,125.51000213623048,110.58823574290557,119.58823574290557
HR,DEACTIVATED,76.80565,111.51000213623048,110.58823574290557,119.58823574290557
HR,ACTIVATED,85.009907,122.11000061035156,110.58823574290557,119.58823574290557
HR,DEACTIVATED,86.011061,107.8000030517578,110.58823574290557,119.58823574290557
EDA,DEACTIVATED,96.880431,6.367740154266357,6.446966761634464,6.453966761634463
EDA,ACTIVATED,96.982462,6.486254215240479,6.446966761634464,6.453966761634463
EDA,DEACTIVATED,97.114189,6.402812957763672,6.446966761634464,6.453966761634463
EDA,ACTIVATED,97.37984,6.49836015701294,6.446966761634464,6.453966761634463
EDA,DEACTIVATED,97.414192,6.420495986938477,6.446966761634464,6.453966761634463
EDA,ACTIVATED,97.61366,6.510451793670654,6.446966761634464,6.453966761634463
EDA,DEACTIVATED,97.82268,6.414609909057617,6.446966761634464,6.453966761634463
EDA,ACTIVATED,98.115672,6.4922709465026855,6.446966761634464,6.453966761634463
EDA,DEACTIVATED,102.816695,6.385229110717773,6.446966761634464,6.453966761634463
EDA,ACTIVATED,103.11578,6.69814395904541,6.446966761634464,6.453966761634463
EDA,DEACTIVATED,103.749081,0.1240620017051696,6.446966761634464,6.453966761634463
EDA,ACTIVATED,104.148683,26.242475509643555,6.446966761634464,6.453966761634463
EDA,DEACTIVATED,107.415382,6.385229110717773,6.446966761634464,6.453966761634463
EDA,ACTIVATED,108.347667,6.691739082336426,6.446966761634464,6.453966761634463
EDA,DEACTIVATED,109.180551,0.1417340040206909,6.446966761634464,6.453966761634463
EDA,ACTIVATED,109.381081,10000.0,6.446966761634464,6.453966761634463
EDA,DEACTIVATED,110.183158,0.1729149967432022,6.446966761634464,6.453966761634463
EDA,ACTIVATED,110.614715,10000.0,6.446966761634464,6.453966761634463
EDA,DEACTIVATED,113.681775,5.019519805908203,6.446966761634464,6.453966761634463
EDA,ACTIVATED,113.982119,8.422120094299316,6.446966761634464,6.453966761634463
EDA,DEACTIVATED,115.317122,6.391059875488281,6.446966761634464,6.453966761634463
EDA,ACTIVATED,117.250228,7.96035099029541,6.446966761634464,6.453966761634463
EDA,DEACTIVATED,128.341895,5.326383113861084,6.446966761634464,6.453966761634463
EDA,ACTIVATED,128.4381,6.553310871124268,6.446966761634464,6.453966761634463
EDA,DEACTIVATED,143.489838,0.125446006655693,6.446966761634464,6.453966761634463
EDA,ACTIVATED,143.688262,10000.0,6.446966761634464,6.453966761634463
EDA,DEACTIVATED,144.289301,0.1100850030779838,6.446966761634464,6.453966761634463
EDA,ACTIVATED,144.92268,10000.0,6.446966761634464,6.453966761634463
HR,ACTIVATED,163.124404,127.55999755859376,110.58823574290557,119.58823574290557
HR,DEACTIVATED,169.590588,108.01000213623048,110.58823574290557,119.58823574290557
