signal,event,time_seconds,value,baseline,threshold
EDA,ACTIVATED,0.0,0.7170460224151611,0.5847564530936448,0.5917564530936448
HR,ACTIVATED,0.395963,73.43000030517578,63.64000008322976,72.64000008322975
HR,DEACTIVATED,2.596186,63.16999816894531,63.64000008322976,72.64000008322975
EDA,DEACTIVATED,5.831647,0.5916100144386292,0.5847564530936448,0.5917564530936448
EDA,ACTIVATED,5.931263,0.5949940085411072,0.5847564530936448,0.5917564530936448
EDA,DEACTIVATED,6.030624,0.5795580148696899,0.5847564530936448,0.5917564530936448
HR,ACTIVATED,13.297327,75.0199966430664,63.64000008322976,72.64000008322975
HR,DEACTIVATED,14.931279,66.69000244140625,63.64000008322976,72.64000008322975
HR,ACTIVATED,17.297879,75.16999816894531,63.64000008322976,72.64000008322975
HR,DEACTIVATED,19.59827,64.12000274658203,63.64000008322976,72.64000008322975
HR,ACTIVATED,20.998596,103.27999877929688,63.64000008322976,72.64000008322975
HR,DEACTIVATED,32.167118,67.16000366210938,63.64000008322976,72.64000008322975
HR,ACTIVATED,37.867923,74.29000091552734,63.64000008322976,72.64000008322975
HR,DEACTIVATED,39.701137,65.19000244140625,63.64000008322976,72.64000008322975
HR,ACTIVATED,40.135265,84.02999877929688,63.64000008322976,72.64000008322975
HR,DEACTIVATED,49.137021,72.41000366210938,63.64000008322976,72.64000008322975
HR,ACTIVATED,50.770622,77.20999908447266,63.64000008322976,72.64000008322975
HR,DEACTIVATED,54.671311,70.05000305175781,63.64000008322976,72.64000008322975
HR,ACTIVATED,79.607552,74.94999694824219,63.64000008322976,72.64000008322975
HR,DEACTIVATED,81.309248,66.41999816894531,63.64000008322976,72.64000008322975
HR,ACTIVATED,83.841323,81.68000030517578,63.64000008322976,72.64000008322975
HR,DEACTIVATED,90.97838,69.0,63.64000008322976,72.64000008322975
HR,ACTIVATED,98.610445,100.95999908447266,63.64000008322976,72.64000008322975
HR,DEACTIVATED,107.611566,71.06999969482422,63.64000008322976,72.64000008322975
HR,ACTIVATED,113.378929,74.93000030517578,63.64000008322976,72.64000008322975
HR,DEACTIVATED,116.729298,67.01000213623047,63.64000008322976,72.64000008322975
HR,ACTIVATED,117.031192,89.1500015258789,63.64000008322976,72.64000008322975
HR,DEACTIVATED,119.896582,70.86000061035156,63.64000008322976,72.64000008322975
HR,ACTIVATED,123.99727,74.25,63.64000008322976,72.64000008322975
HR,DEACTIVATED,126.597929,62.869998931884766,63.64000008322976,72.64000008322975
HR,ACTIVATED,143.466267,76.77999877929688,63.64000008322976,72.64000008322975
HR,DEACTIVATED,148.369133,66.81999969482422,63.64000008322976,72.64000008322975
HR,ACTIVATED,156.236523,74.72000122070312,63.64000008322976,72.64000008322975
HR,DEACTIVATED,157.202649,72.01000213623047,63.64000008322976,72.64000008322975
HR,ACTIVATED,161.569434,74.41000366210938,63.64000008322976,72.64000008322975
HR,DEACTIVATED,172.472651,64.37000274658203,63.64000008322976,72.64000008322975
HR,ACTIVATED,181.038477,74.2300033569336,63.64000008322976,72.64000008322975
HR,DEACTIVATED,186.773039,68.58999633789062,63.64000008322976,72.64000008322975
