signal,event,time_seconds,value,baseline,threshold
HR,ACTIVATED,1.096675,132.97000122070312,82.58000074114118,91.58000074114118
HR,DEACTIVATED,6.832526,83.05000305175781,82.58000074114118,91.58000074114118
EDA,ACTIVATED,20.88516,0.1239160001277923,0.11672447299635083,0.12372447299635084
EDA,DEACTIVATED,20.985917,0.1234420016407966,0.11672447299635083,0.12372447299635084
EDA,ACTIVATED,21.685444,0.124050997197628,0.11672447299635083,0.12372447299635084
EDA,DEACTIVATED,22.718881,0.1236440017819404,0.11672447299635083,0.12372447299635084
EDA,ACTIVATED,22.818236,0.1243920028209686,0.11672447299635083,0.12372447299635084
HR,ACTIVATED,38.754228,111.8000030517578,82.58000074114118,91.58000074114118
HR,DEACTIVATED,45.955519,88.44999694824219,82.58000074114118,91.58000074114118
HR,ACTIVATED,46.455892,94.44000244140624,82.58000074114118,91.58000074114118
HR,DEACTIVATED,49.556284,87.95999908447266,82.58000074114118,91.58000074114118
EDA,DEACTIVATED,49.658041,0.123598001897335,0.11672447299635083,0.12372447299635084
EDA,ACTIVATED,51.591644,0.124220997095108,0.11672447299635083,0.12372447299635084
EDA,DEACTIVATED,51.893167,0.1146579980850219,0.11672447299635083,0.12372447299635084
HR,ACTIVATED,87.664075,104.29000091552734,82.58000074114118,91.58000074114118
HR,DEACTIVATED,90.698008,86.47000122070312,82.58000074114118,91.58000074114118
EDA,ACTIVATED,96.850021,0.124387003481388,0.11672447299635083,0.12372447299635084
EDA,DEACTIVATED,97.483163,0.1132349967956543,0.11672447299635083,0.12372447299635084
EDA,ACTIVATED,97.683414,0.1302520036697387,0.11672447299635083,0.12372447299635084
EDA,DEACTIVATED,97.984414,0.1212809979915618,0.11672447299635083,0.12372447299635084
EDA,ACTIVATED,101.118086,0.1256860047578811,0.11672447299635083,0.12372447299635084
HR,ACTIVATED,104.117175,116.08999633789062,82.58000074114118,91.58000074114118
EDA,DEACTIVATED,104.918347,0.1230110004544258,0.11672447299635083,0.12372447299635084
EDA,ACTIVATED,106.553556,0.1260789930820465,0.11672447299635083,0.12372447299635084
EDA,DEACTIVATED,108.41925,0.1222900003194809,0.11672447299635083,0.12372447299635084
HR,DEACTIVATED,118.855797,74.7699966430664,82.58000074114118,91.58000074114118
HR,ACTIVATED,171.36465,114.29000091552734,82.58000074114118,91.58000074114118
HR,DEACTIVATED,174.366237,89.4800033569336,82.58000074114118,91.58000074114118
HR,ACTIVATED,179.282892,97.0,82.58000074114118,91.58000074114118
HR,DEACTIVATED,180.183417,90.5999984741211,82.58000074114118,91.58000074114118
HR,ACTIVATED,183.784588,145.6199951171875,82.58000074114118,91.58000074114118
HR,DEACTIVATED,189.319029,88.47000122070312,82.58000074114118,91.58000074114118
HR,ACTIVATED,192.71907,122.31999969482422,82.58000074114118,91.58000074114118
HR,DEACTIVATED,197.320947,90.55999755859376,82.58000074114118,91.58000074114118
